,id,text,author
11862,id16433,you have often observed the profound self cognizance evinced by the sleep waker the extensive knowledge he displays upon all points relating to the mesmeric condition itself and from this self cognizance may be deduced hints for the proper conduct of a catechism,EAP
11863,id02191,this would look erudite and and and frank,EAP
11864,id08912,west who had his hand on the pulse of the left wrist suddenly nodded significantly and almost simultaneously a mist appeared on the mirror inclined above the bodys mouth,HPL
11865,id26225,w was a little indisposed and would decline coming on board until to morow at the hour of sailing,EAP
11866,id09814,unsheathing my rapier i began to grope with it about the reces but the thought of an instant reassured me,EAP
11867,id20216,as the day advanced the focus of his unseeing eyes changed position and by noon he had conquered the impulse to stare at vacancy,HPL
11868,id04455,several hours pased and i remained near my window gazing on the sea it was almost motionles for the winds were hushed and all nature reposed under the eye of the quiet mon,MWS
11869,id03267,and as i ran along the shore crushing sleeping flowers with heedless feet and maddened ever by the fear of unknown things and the lure of the dead faces i saw that the garden had no end under that mon for where by day the walls were there stretched now only new vistas of trees and paths flowers and shrubs stone idols and pagodas and bendings of the yellow liten stream past grassy banks and under grotesque bridges of marble,HPL
11870,id19040,they would appear to be walking with heels up and head down in the manner of flies on a ceiling,EAP
11871,id13391,some were destroyed the major part escaped by quick and well ordered movements and danger made them careful,MWS
11872,id08092,the passionate and almost reverential attachment with which all regarded her became while i shared it my pride and my delight,MWS
11873,id06674,what i saw about me none else saw and i grew doubly silent and aloof lest i be thought mad,HPL
11874,id00954,whadya want feller boze coke or some other sorta dope,HPL
11875,id17352,he loved enterprise hardship and even danger for its own sake,MWS
11876,id18183,his mind was tired but i am always a german and was quick to notice two things that the u was standing the deep sea pressure splendidly and that the peculiar dolphins were still about us even at a depth where the existence of high organisms is considered impossible by most naturalists,HPL
11877,id25318,the sense of falling had ceased and the motion of the vessel seemed much as it had been before while in the belt of foam with the exception that she now lay more along,EAP
11878,id00277,at each end of its axis this screw is supported by pillars of hollow brass tube descending from the hop,EAP
11879,id17125,now lest i should be supposed more of a madman than i actually am i will detail as well as i am able the considerations which led me to believe that an achievement of this nature although without doubt dificult and incontestably full of danger was not absolutely to a bold spirit beyond the confines of the posible,EAP
11880,id10814,mostly we held to the theory that we were jointly going mad from our life of unnatural excitements but sometimes it pleased us more to dramatise ourselves as the victims of some creeping and appalling dom,HPL
11881,id16129,my confusion of mind prevented me from observing that i began my tour with the wall to the left and ended it with the wall to the right,EAP
11882,id08493,an irrepressible tremor gradually pervaded my frame and at length there sat upon my very heart an incubus of utterly causeless alarm,EAP
11883,id22222,his long hair and flowing beard were of a terrible and intense black hue and of incredible profusion,HPL
11884,id25514,or did it know that i was the leader and save me for a fate worse than that of my companions,HPL
11885,id02562,anguish and despair had penetrated into the core of my heart i bore a hell within me which nothing could extinguish,MWS
